Cultist,Stealth,Influence,Endurance,Lore,Economic,Strength,Insanity,Position
Chloe-Louise Mata,0.2,9.4,5.8,1.1,5.6,3.1,3.0,Recruiter
Darius O'Quinn,9.7,0.8,1.8,8.2,3.0,5.1,3.5,Assassin
Jayden-Lee Sawyer,6.6,4.4,4.3,5.7,8.1,9.0,3.6,Accountant
Cohan Davidson,4.0,5.3,3.6,0.0,2.9,8.2,1.1,Enforcer
Jermaine Knights,8.6,3.9,3.5,9.6,4.2,1.6,4.9,Advisor
Tulisa Kelly,0.8,2.4,4.8,7.8,0.1,9.8,9.2,Enforcer
Lorelei Battle,5.7,2.2,9.2,2.4,0.6,6.3,1.8,Enforcer
Lili Short,9.7,5.7,6.1,0.0,4.9,6.9,2.3,Assassin
Mitchell Oneill,0.2,7.6,4.8,1.1,8.0,0.4,7.9,Recruiter
Maison Greig,9.9,1.5,9.1,2.2,5.8,0.3,3.2,Assassin
Lilly Johnson,1.5,6.6,0.3,9.4,6.3,9.2,6.0,Advisor
Alastair Blackburn,1.8,0.1,4.8,0.9,9.8,9.7,0.2,Accountant
Betsy Richard,8.7,7.3,3.6,9.4,0.7,6.7,3.1,Advisor
Ahyan William,1.1,6.8,1.3,8.9,7.4,4.8,0.2,Advisor
Mackenzie Wong,6.7,7.1,0.4,0.9,7.7,9.3,7.1,Enforcer
Bianca Yates,4.5,8.1,10.0,1.0,3.3,8.1,3.3,Enforcer
Isobel Frederick,3.3,2.6,6.5,4.6,2.3,2.6,8.5,Priest
Findlay Bernard,2.0,5.0,3.3,6.0,10.0,6.2,5.9,Accountant
Isabella-Rose Randall,5.7,5.6,8.4,3.1,2.6,1.0,4.7,Assassin
Shelby Mcbride,1.8,4.0,4.1,5.4,4.5,2.4,5.3,Priest
Sama Hodson,3.6,7.3,7.4,2.1,9.0,6.5,6.5,Enforcer
Theodor Childs,1.2,1.1,7.9,2.9,9.7,7.9,4.5,Accountant
Catrin Copeland,5.4,4.0,7.3,9.8,3.3,7.4,3.1,Accountant
Jaden Briggs,0.8,5.3,4.1,2.0,8.4,6.6,5.2,Enforcer
Callen Madden,0.3,8.0,4.6,0.5,4.8,0.0,9.1,Recruiter
Ameer Browne,9.7,8.2,1.7,3.6,7.6,3.7,8.5,Recruiter
Jordan-Lee Keeling,1.2,0.6,4.2,4.9,8.2,6.7,3.3,Accountant
Yvonne Maxwell,4.5,6.4,6.5,3.2,2.1,2.1,7.3,Priest
Kingsley Humphrey,3.2,7.3,5.3,0.5,2.5,6.5,5.9,Enforcer
Farrell Snow,6.7,5.1,9.6,3.9,5.6,9.8,1.0,Enforcer
Carina Livingston,8.4,5.2,5.6,7.7,5.5,5.1,1.2,Accountant
Leanne Mueller,5.2,7.3,5.1,10.0,9.6,6.8,6.4,Advisor
Faheem Mair,3.9,8.0,5.9,9.6,9.6,8.6,3.6,Accountant
Riya Sims,9.1,0.2,4.8,6.3,0.2,4.8,0.2,Assassin
Christopher Lutz,3.4,5.0,3.1,6.6,0.6,1.8,0.6,Advisor
Ruairidh Burrows,6.6,6.4,5.3,8.4,4.4,4.7,8.7,Priest
Koby Haney,9.4,5.0,10.0,7.6,4.2,0.1,7.4,Assassin
Eileen Amin,2.3,9.7,2.5,7.1,4.0,5.1,4.6,Recruiter
Lennie Newton,0.0,3.9,1.6,5.5,3.5,2.9,5.1,Priest
Sufyan Nairn,8.1,1.6,6.8,1.6,2.5,9.7,6.3,Assassin
Sylvia Kidd,3.5,5.0,8.8,0.6,8.5,2.4,2.8,Accountant
Domas Hyde,1.7,5.1,7.2,9.7,2.5,9.4,2.0,Enforcer
Kamila Davenport,3.4,8.0,8.9,1.2,7.3,4.9,8.2,Enforcer
Yasir Drummond,3.9,6.4,1.6,8.9,0.5,5.8,8.5,Priest
Falak Bonilla,5.8,0.2,4.8,8.1,4.5,9.2,5.3,Assassin
Saffron Neal,6.7,4.7,7.6,1.0,6.7,2.8,7.0,Assassin
Jarod Horne,0.4,1.6,6.2,4.7,3.5,7.1,7.2,Enforcer
Zephaniah Hodge,10.0,2.1,1.2,5.2,5.6,2.3,4.6,Assassin
Kairon Miles,1.9,9.3,0.1,1.4,4.0,0.6,7.0,Recruiter
Haaris Davis,5.1,4.8,1.0,2.9,9.2,0.6,2.1,Accountant
Beatriz Jordan,1.9,8.3,9.0,5.3,0.9,0.0,7.8,Priest
Franklyn Barron,8.6,8.4,2.3,7.5,1.2,5.5,0.1,Advisor
Laurence Herman,7.9,7.2,4.8,3.3,7.8,7.1,0.3,Accountant
Giovanni Irwin,4.7,4.3,6.3,9.9,5.8,4.0,9.6,Priest
Ptolemy Nava,5.8,10.0,0.0,1.0,9.8,9.8,9.2,Recruiter
Mandy Roy,7.4,5.4,8.0,3.0,9.8,4.0,3.4,Accountant
Cyrus Hunter,7.7,10.0,2.1,4.5,8.5,7.1,7.3,Recruiter
Marguerite Mckenzie,5.3,0.6,3.6,7.3,3.2,1.4,5.7,Assassin
Stuart Logan,6.3,7.3,1.7,0.8,3.6,1.1,3.0,Recruiter
Tiegan Arias,4.0,4.1,3.8,3.0,7.5,5.6,6.4,Recruiter
Humza Travers,6.8,5.3,3.0,7.6,8.8,7.2,6.4,Advisor
Jenson Hardin,3.5,6.8,7.9,0.0,2.8,9.1,6.0,Enforcer
Abdulahi Duffy,9.0,5.8,6.5,4.3,5.0,2.8,4.3,Assassin
Angharad Donovan,3.1,9.0,9.0,4.1,5.9,6.9,6.6,Enforcer
Kamron Townsend,9.6,8.2,0.7,3.1,5.2,6.8,2.2,Advisor
Zidan Simmons,8.5,9.6,6.6,3.5,6.4,9.3,6.8,Enforcer
Carwyn Fleming,0.1,1.4,4.0,8.1,6.5,1.9,7.7,Priest
Ida Anderson,2.1,8.0,3.8,0.6,1.1,8.4,6.0,Enforcer
Vickie Obrien,4.5,3.6,0.8,6.8,0.3,5.9,5.8,Priest
Gary Preston,4.6,1.2,0.0,6.0,5.2,2.1,7.1,Advisor
Alissia Findlay,7.2,6.7,1.3,3.2,7.0,0.9,4.5,Recruiter
Karolina Clayton,4.3,7.0,2.0,4.2,8.3,5.6,3.6,Advisor
Susie Russo,4.9,6.1,2.2,4.0,3.5,8.9,5.0,Enforcer
Zaydan Buxton,4.5,9.2,3.2,6.1,7.3,2.7,5.2,Recruiter
Kenzie Rooney,2.0,3.9,7.9,3.9,9.1,6.5,7.4,Priest
Griffin Spence,3.0,4.4,3.1,3.0,6.5,3.6,8.7,Priest
Bronwen Cope,4.7,1.0,9.1,2.2,0.8,5.8,6.4,Assassin
Emanuel Bond,1.5,5.4,2.3,4.0,9.3,5.9,6.4,Recruiter
Annika Sutton,4.1,6.3,3.5,0.5,2.7,4.1,5.0,Enforcer
Zidane Pham,2.6,1.2,1.2,5.5,1.8,1.0,8.0,Priest
Ajay Cross,9.5,3.6,2.9,2.4,8.0,6.0,4.1,Assassin
Jasmin Ware,7.0,4.1,3.5,6.4,9.5,1.0,3.5,Accountant
Duke Kirkland,7.9,5.0,2.8,9.7,9.2,0.9,6.6,Advisor
Maximus Cochran,1.5,9.9,10.0,9.0,7.8,7.7,7.0,Priest
Marian Lowe,9.6,3.4,7.4,0.6,2.4,0.3,2.7,Assassin
Deniz Dickinson,4.2,8.9,5.3,3.4,3.9,2.8,10.0,Recruiter
Jaskaran Rosas,2.0,2.5,0.4,7.3,0.6,3.3,1.9,Advisor
Jose Sampson,3.4,10.0,7.0,5.5,9.3,6.1,5.6,Recruiter
Aurelia Hewitt,7.0,5.9,7.6,0.0,0.4,9.7,9.1,Enforcer
Tammy Preece,3.9,6.6,7.9,9.4,1.1,8.1,4.5,Enforcer
Ty Watts,3.1,5.1,4.2,2.2,9.1,1.8,7.6,Recruiter
Danyl Parry,4.8,2.1,1.4,5.8,4.3,7.4,9.7,Priest
Mared Barry,4.6,1.2,0.8,6.6,7.8,1.0,0.4,Accountant
Maximillian Torres,6.7,1.5,3.6,9.1,9.0,4.3,8.1,Accountant
Britney Lin,3.1,9.5,4.5,1.9,3.5,7.1,2.6,Enforcer
Kian Woodcock,2.0,6.5,9.6,8.6,6.3,2.3,6.8,Priest
Miah Huffman,0.5,7.5,9.1,7.6,2.7,4.4,0.3,Accountant
Aarav Whitley,6.8,5.8,7.1,0.3,4.0,6.0,7.8,Enforcer
Tamar Velasquez,6.4,0.4,6.4,2.0,3.8,5.7,7.2,Assassin
Zayn Mellor,5.5,4.5,1.6,3.5,1.6,8.6,8.4,Enforcer
Ricardo Whitehead,3.6,9.1,7.6,10.0,9.3,9.2,0.2,Accountant
Brittney Espinosa,5.8,4.3,0.3,5.2,3.6,7.1,8.6,Recruiter
Victoria Gomez,4.2,6.8,0.2,4.9,6.3,1.7,2.3,Advisor
Aubrey Mccormick,6.4,5.7,8.9,8.3,2.3,8.1,5.9,Enforcer
Nicole Corona,6.6,0.6,5.9,8.3,5.5,6.2,1.5,Accountant
Imaad Mathis,5.2,9.0,7.9,1.6,9.3,2.9,7.2,Recruiter
Kaden Holmes,5.7,9.7,9.3,7.3,5.3,8.5,4.5,Enforcer
Natan Beech,7.8,2.1,4.0,6.0,5.3,3.5,0.7,Accountant
Meredith Senior,2.5,3.1,2.3,9.3,5.6,8.8,4.0,Advisor
Lynn Collins,3.6,9.9,0.8,0.4,4.3,4.4,2.3,Recruiter
Shona Aldred,4.8,9.6,0.6,8.6,7.9,9.2,2.9,Advisor
Kaya Blackwell,9.4,6.0,7.4,3.5,1.8,2.3,9.5,Assassin
Aleksander Proctor,6.5,7.4,5.9,9.8,5.8,3.9,1.1,Accountant
Daanyal North,2.5,3.3,9.0,6.8,0.4,5.2,6.4,Enforcer
Skyla Erickson,9.7,2.2,6.3,4.9,9.6,0.5,7.9,Assassin
Zakary Higgins,4.0,0.4,1.1,6.7,6.6,0.9,3.1,Accountant
Randall Cleveland,6.7,3.8,9.9,4.6,7.2,9.0,7.8,Assassin
Giovanni Davidson,9.7,1.4,9.8,4.8,0.5,2.8,5.2,Assassin
Mehreen Norris,2.0,1.6,7.8,7.2,2.4,1.1,1.1,Accountant
Reanne Handley,9.9,0.4,7.2,5.4,3.9,1.3,6.6,Assassin
Jozef Mccabe,5.2,8.5,9.6,2.6,0.3,3.8,3.5,Enforcer
Juliet Herbert,5.9,10.0,0.5,6.2,7.2,6.1,6.9,Advisor
Kitty Bowes,2.5,6.4,4.7,0.5,3.5,8.5,6.2,Enforcer
Akaash Beaumont,4.0,3.2,1.1,9.4,9.8,8.1,3.6,Advisor
Madeeha Chamberlain,7.1,8.5,6.7,9.0,5.5,6.1,6.6,Advisor
Akshay Delgado,8.4,7.0,6.8,5.1,5.8,8.8,1.0,Enforcer
Leilani Cantu,7.9,5.8,9.4,6.6,9.4,9.1,6.4,Accountant
Alissia Hoffman,3.5,9.3,6.0,0.4,9.6,0.1,9.1,Recruiter
Griff Squires,2.7,3.0,1.6,0.4,8.4,7.4,2.5,Accountant
Ayyub Millar,0.4,8.1,5.4,5.2,4.0,8.7,8.3,Enforcer
Lewis Galloway,4.0,2.3,8.4,7.4,8.8,2.8,10.0,Priest
Hanifa Thatcher,8.6,7.9,7.7,0.0,8.1,3.6,5.9,Assassin
Fatima Sumner,3.1,9.0,7.7,2.9,6.4,7.2,3.0,Enforcer
Renae Quintana,4.4,0.5,1.3,2.5,4.6,7.0,2.7,Assassin
Cory Fisher,1.7,6.2,0.2,9.4,6.5,2.1,4.3,Advisor
Haleema Gallegos,5.2,5.1,1.8,6.4,2.8,0.4,2.3,Advisor
Manuel Rowland,6.5,8.6,10.0,6.8,4.6,1.0,1.7,Accountant
Izaak Allman,2.5,3.2,1.1,4.5,6.6,0.2,0.3,Accountant
Fardeen Stephens,5.4,7.1,8.5,2.7,1.0,7.6,6.7,Enforcer
Antonia Krause,5.0,9.1,9.2,2.1,3.8,4.6,9.8,Enforcer
Derry Montoya,0.4,4.9,9.1,3.8,0.9,0.4,1.0,Enforcer
Sheila Hackett,2.9,8.5,3.5,9.1,5.0,4.7,4.0,Advisor
Kaydan Buckner,0.1,4.8,4.9,0.2,8.5,4.4,7.9,Priest
Lorena Odling,3.3,7.5,3.6,0.8,0.2,5.2,8.4,Enforcer
Siyana Cohen,2.9,2.1,8.7,3.1,0.2,0.3,7.3,Assassin
Husna Oconnor,3.9,5.5,0.9,1.7,3.5,0.8,1.8,Recruiter
Gracie-Mai Kelley,0.0,5.2,5.9,9.3,3.4,6.3,8.5,Priest
Alexander Wiley,2.8,7.9,6.4,8.8,7.8,4.6,0.0,Accountant
Everett Tyler,0.5,4.1,7.5,5.5,6.2,9.7,5.5,Enforcer
Aimie Pemberton,9.6,8.0,3.8,1.3,7.3,0.7,7.0,Recruiter
Jordanne Lowry,10.0,6.7,3.8,7.9,9.8,2.1,2.9,Accountant
Dillon Bishop,3.8,8.6,2.9,6.4,10.0,8.7,2.1,Advisor
Marek Jefferson,2.4,8.1,4.5,8.0,8.5,4.3,1.8,Advisor
Cosmo Hester,8.6,7.8,3.4,9.9,2.0,8.7,0.1,Advisor
Madison Wharton,8.1,7.8,4.2,6.0,2.1,2.4,1.6,Advisor
Morwenna Sinclair,7.7,7.1,2.5,5.2,0.8,4.3,3.3,Advisor
Mac Dalton,2.5,6.7,1.2,5.3,2.6,6.6,1.9,Advisor
Drew Wilkinson,4.0,4.0,7.2,0.8,5.0,7.8,8.0,Enforcer
Harleen Howells,8.8,1.1,1.0,6.3,2.3,0.5,5.7,Assassin
Haydn Blankenship,5.0,1.2,6.7,4.0,2.2,1.7,7.3,Assassin
Armani Akhtar,9.2,7.7,5.3,8.4,7.0,2.3,5.1,Advisor
Osman Burris,9.3,8.1,9.9,1.6,3.5,7.8,7.8,Enforcer
Gabija Herrera,1.0,0.7,5.6,4.4,9.5,1.1,1.2,Accountant
Parker Dillon,6.1,7.6,3.7,8.6,7.9,5.4,1.4,Advisor
Bronwen Marks,8.4,5.5,5.9,6.0,5.3,0.9,5.6,Recruiter
Reiss Grimes,4.2,0.2,4.0,3.9,5.6,0.1,3.6,Accountant
Nikhil Brett,1.7,0.6,7.2,2.1,1.7,3.8,0.5,Enforcer
Rueben Brook,0.1,9.3,1.7,6.0,0.7,5.9,9.6,Priest
Aleena Wheatley,5.4,7.1,10.0,6.7,6.0,9.4,3.6,Enforcer
Lleyton Tang,9.6,3.9,6.2,8.1,6.1,5.9,9.3,Assassin
Honor Compton,0.7,1.5,7.2,9.4,8.9,3.8,6.2,Accountant
Kody Sparrow,7.7,5.2,4.1,8.9,4.0,1.0,9.0,Recruiter
Wren Haworth,8.0,4.0,6.1,5.1,5.7,3.7,5.8,Assassin
Daisy Coles,8.0,3.6,9.5,4.7,1.0,2.2,1.8,Assassin
Jaye Blundell,0.8,6.4,0.4,2.9,4.2,8.5,4.8,Enforcer
Hugo Finch,4.7,6.9,6.9,2.3,5.1,4.9,2.9,Enforcer
Marina Broughton,1.8,0.0,8.7,3.5,8.6,6.5,6.5,Accountant
Kohen Pitts,3.0,2.1,2.2,2.7,3.4,0.4,1.2,Accountant
Amanda Harding,0.2,8.2,9.7,0.4,4.7,8.5,4.9,Enforcer
Nimrah Duffy,0.5,2.2,1.6,6.5,1.2,5.4,9.3,Priest
Ferne Allison,5.0,1.9,1.2,8.1,3.5,6.0,3.3,Advisor
Marian Marsden,0.5,6.5,3.6,9.6,0.2,8.9,0.0,Enforcer
Lorenzo Rodrigues,6.7,2.8,8.9,9.7,2.5,2.2,2.2,Accountant
Donte Perry,4.3,2.3,5.4,6.3,4.2,6.1,0.1,Accountant
Abubakar Thomas,2.0,5.6,7.3,9.3,4.9,8.6,9.6,Priest
Beverly Cooke,2.5,7.4,2.3,1.6,9.0,0.0,7.6,Recruiter
Kierran Mohammed,8.0,2.4,7.4,3.5,3.4,3.4,0.6,Assassin
Evie Hogan,4.1,9.7,3.6,1.7,6.9,3.3,8.8,Recruiter
Zaid Wallis,5.3,8.2,3.8,4.6,5.1,6.0,1.5,Advisor
Sienna Whitaker,7.5,6.7,8.6,6.4,6.0,9.0,3.0,Enforcer
Amiyah Case,2.0,0.8,9.0,5.6,7.2,0.8,5.7,Accountant
Belinda Hebert,9.7,8.8,5.1,9.3,3.7,9.7,2.8,Advisor
Ellenor Randall,8.8,1.5,2.3,5.6,2.7,7.8,9.0,Assassin
Julius Bannister,0.0,3.6,0.2,9.2,8.8,3.6,8.4,Priest
Ciaran Madden,2.7,0.6,9.0,0.2,7.0,4.3,6.0,Assassin
Zayyan Savage,1.5,2.5,9.8,4.1,0.4,5.4,2.6,Enforcer
Ella Fox,1.9,0.5,0.4,5.9,6.7,1.5,9.3,Priest
Bethaney Esparza,7.9,4.7,8.1,2.7,3.4,9.9,2.4,Enforcer
Romario Sexton,6.5,1.8,3.0,2.3,2.3,10.0,6.1,Enforcer
Dakota Kirk,2.0,5.9,2.2,5.0,1.4,4.0,6.5,Priest
Livia Mansell,0.0,2.4,5.1,2.1,6.3,8.4,4.2,Enforcer
Kit Whyte,6.2,0.2,6.2,5.6,6.7,1.2,4.6,Accountant
Aamir Hendrix,3.1,6.6,7.1,1.7,0.6,1.4,1.7,Enforcer
Anja Hartley,7.6,5.9,6.6,4.6,7.5,5.1,9.2,Assassin
Hetty Fields,8.7,7.2,7.0,6.9,6.2,5.5,3.9,Accountant
Marius Ponce,2.3,0.6,7.8,5.1,7.6,4.2,1.3,Accountant
Caius Rogers,3.6,0.1,0.8,3.5,3.1,7.6,6.4,Assassin
Dannielle Berger,3.1,3.9,9.4,3.1,1.3,1.0,7.3,Priest
Amelia-Rose Maddox,8.4,6.3,9.4,9.0,1.7,2.3,7.0,Assassin
Jak Wallis,4.6,1.5,0.2,6.4,2.1,8.6,3.7,Enforcer
Aryaan Corbett,5.7,1.3,2.5,8.0,8.6,5.9,9.4,Priest
Keiran Haworth,9.1,0.0,6.6,2.2,9.7,1.9,4.4,Assassin
Donna Emerson,1.8,1.5,9.0,3.3,5.2,1.5,5.5,Priest
Zander Beck,6.4,4.0,5.3,0.4,3.7,9.4,3.9,Enforcer
Elle-May Sandoval,6.0,3.2,7.5,0.8,6.7,9.2,8.2,Enforcer
Philip Joseph,5.0,6.9,7.3,5.9,8.3,6.2,1.9,Accountant
Elyse Preston,6.0,7.3,3.5,7.4,2.6,2.9,2.7,Advisor
Rudi Hester,8.9,3.5,6.3,3.9,6.6,1.9,2.6,Accountant
Evalyn Morrow,3.8,8.0,7.0,2.0,0.7,3.8,3.2,Enforcer
Tobey Everett,5.2,8.8,8.2,5.9,1.6,1.2,9.5,Priest
Rhodri Bevan,2.2,7.0,0.0,3.8,7.8,4.2,1.0,Advisor
Sebastian Dolan,9.6,3.2,2.1,9.5,4.9,0.8,9.9,Recruiter
Audrey Ford,4.3,5.8,1.7,0.3,7.7,5.2,0.3,Accountant
Can Zuniga,6.1,6.7,5.3,6.1,1.7,8.3,3.6,Enforcer
Nour Andrew,9.3,1.2,3.8,0.0,4.4,2.9,1.0,Assassin
Bevan Charles,0.4,0.7,2.9,4.1,4.1,0.7,4.1,Priest
Nabil Schroeder,5.7,1.0,8.8,5.4,1.3,4.1,1.8,Assassin
Haseeb Castaneda,6.3,7.9,4.5,8.5,9.7,2.3,6.7,Advisor
Cayson Davison,0.7,6.7,6.8,5.0,6.8,6.9,5.6,Priest
Juan House,7.9,4.1,3.7,0.3,6.9,2.0,4.2,Assassin
Shanay Rowe,4.9,5.6,8.7,6.0,2.0,0.7,1.5,Accountant
Ilyas Dominguez,1.9,1.8,6.4,2.0,9.7,0.7,5.4,Accountant
Rayhaan Franklin,6.2,3.2,7.2,7.5,7.2,4.3,2.4,Accountant
Shanae Juarez,9.6,8.9,9.7,3.7,3.1,4.6,4.0,Enforcer
Ameerah Zavala,0.9,9.3,5.8,6.1,7.5,8.4,2.9,Enforcer
Sarina Best,5.6,8.2,3.8,0.2,0.5,2.5,2.3,Enforcer
Danyal Lester,6.6,1.5,2.4,5.6,7.4,7.6,0.1,Accountant
Kaiden Baxter,4.8,4.6,7.0,2.6,6.7,8.5,3.5,Enforcer
Reid Cooley,5.1,0.8,7.4,2.9,6.7,5.9,2.0,Accountant
Shola Jones,4.1,0.4,3.7,9.5,1.3,3.9,1.3,Accountant
Lorraine Walker,9.5,7.2,2.0,0.3,4.0,6.6,7.4,Assassin
Janelle Young,0.6,2.7,9.8,5.2,5.4,2.5,2.3,Accountant
Alexa Hale,3.1,0.2,8.1,1.0,5.1,7.9,6.1,Assassin
Nyah Healy,5.2,9.1,4.6,5.1,3.7,0.1,9.2,Recruiter
Jillian Pearce,9.3,5.5,2.0,6.9,4.2,5.2,7.5,Advisor
Ryker Foreman,4.5,1.3,8.2,5.4,1.5,9.2,9.2,Assassin
Amal Crane,0.7,5.2,9.0,0.9,9.7,4.5,4.2,Accountant
Emily-Rose Roman,0.5,5.6,1.1,5.6,4.1,3.3,4.1,Advisor
Ayla Deleon,2.0,6.6,1.8,10.0,5.0,5.1,5.9,Advisor
Paula Molloy,3.0,0.8,5.5,6.8,2.0,1.8,7.5,Priest
Mariyam David,9.2,2.6,0.8,4.4,3.3,0.6,2.4,Advisor
Mila Bateman,6.6,1.2,5.2,9.0,5.3,2.6,5.9,Accountant
Sahib Cochran,7.0,9.8,3.2,3.0,0.6,5.7,2.9,Enforcer
Angharad Odling,2.4,7.4,10.0,1.6,8.6,8.2,4.5,Enforcer
Nicolas Cottrell,7.3,2.7,9.2,5.9,7.2,5.4,6.8,Assassin
Zaara Mathews,6.9,0.8,5.0,2.4,0.2,8.6,9.5,Assassin
Joyce Feeney,5.1,3.0,7.8,5.2,5.2,3.6,1.8,Accountant
Zoya Alexander,7.5,5.1,5.1,7.9,7.7,6.8,7.0,Advisor
Kenneth Estes,4.1,5.8,7.5,10.0,8.4,4.1,8.7,Priest
Xander Reid,8.4,2.7,9.2,6.0,6.2,9.2,5.8,Assassin
Faraz Buxton,7.2,1.6,5.4,9.3,5.8,1.0,0.3,Accountant
Jay-Jay Bravo,9.0,4.0,2.3,2.7,4.6,7.4,1.9,Assassin
Lynn Schneider,5.7,6.9,0.9,4.3,4.5,4.9,2.6,Advisor
Amanda Mcdougall,0.1,7.7,0.7,4.1,2.2,7.3,0.1,Enforcer
Neo Stout,2.8,8.9,9.4,6.7,0.8,4.5,3.0,Enforcer
Asim Griffiths,3.1,0.0,8.6,6.9,5.6,1.2,1.9,Accountant
Fleur Irvine,2.2,1.8,0.8,8.0,3.8,7.5,4.7,Advisor
Nieve Wood,3.4,8.4,6.7,5.9,7.6,8.0,4.9,Enforcer
Mahir Yang,5.4,1.6,0.0,4.3,9.1,6.1,2.0,Accountant
Kirandeep Powers,4.5,3.3,5.8,1.4,4.3,4.9,2.7,Enforcer
Cameron Kirby,9.7,8.3,0.2,4.9,1.8,3.9,4.7,Advisor
Brody Harmon,0.4,9.6,6.4,3.9,2.7,4.9,2.0,Enforcer
Whitney Hamer,7.9,2.7,3.0,4.6,3.4,9.1,2.7,Assassin
Emma-Louise Nolan,4.3,2.7,3.8,2.2,9.3,1.8,8.5,Recruiter
Aaminah Daniels,8.7,5.0,4.4,4.9,7.5,1.9,2.1,Accountant
Lowri Walters,4.5,1.2,7.0,9.5,9.1,6.0,9.5,Priest
Taylah Camacho,0.3,2.7,0.6,6.9,10.0,9.0,5.2,Advisor
Taybah Griffith,2.6,7.6,3.8,9.2,0.4,9.9,9.1,Priest
Lillie Avalos,8.4,4.4,9.5,3.6,2.9,8.2,4.2,Assassin
Kay Mcgrath,2.4,8.6,0.3,8.0,3.0,6.0,4.0,Advisor
Ellie-Mai Curtis,6.3,1.6,6.1,4.7,9.9,10.0,4.2,Accountant
Marek Webber,0.4,2.3,8.9,5.7,9.9,3.9,5.0,Accountant
Marianna Santiago,5.2,0.8,5.1,4.3,8.1,3.0,2.0,Accountant
Conner Doherty,8.2,1.3,1.9,0.5,6.3,6.6,8.9,Assassin
Devonte Mclellan,3.7,4.7,7.8,7.9,9.7,0.5,7.2,Accountant
Brandon Byrne,0.9,7.1,5.0,6.8,3.3,6.2,6.0,Priest
Eryk Hackett,2.1,2.2,0.5,9.7,8.9,6.7,2.0,Advisor
Aoife Kent,6.1,3.8,9.5,5.4,8.4,1.0,1.7,Accountant
Sheila Connolly,3.8,3.8,5.4,6.7,5.6,9.3,7.4,Enforcer
Israel Wall,2.8,3.0,7.5,9.0,8.1,8.3,0.1,Accountant
Hamid English,1.8,1.9,2.8,3.5,5.8,1.1,7.1,Priest
Asha Morrison,5.2,7.8,1.2,9.7,7.8,8.6,0.0,Advisor
Havin Arias,6.4,4.5,3.9,9.1,8.1,7.8,6.0,Advisor
Emmy Knight,8.9,8.1,7.5,4.5,7.9,1.6,6.9,Recruiter
Harlen Forrest,1.5,4.6,8.4,4.7,6.0,8.4,3.9,Enforcer
Oluwatobiloba O'Brien,4.8,4.2,3.8,5.2,4.1,9.8,1.4,Enforcer
Massimo Brooks,2.3,4.2,8.8,7.5,6.5,4.5,4.5,Accountant
Margie Tierney,9.5,6.1,6.4,5.1,9.2,3.5,1.3,Accountant
Evie-Mai Oliver,4.3,8.1,4.0,4.1,2.6,3.2,2.9,Recruiter
Tina Hyde,6.4,8.4,6.7,2.3,7.2,5.0,6.7,Recruiter
Magnus Muir,5.2,7.5,6.2,6.4,7.8,3.6,5.9,Recruiter
Cordelia Butt,3.0,2.5,0.3,0.3,5.3,5.9,1.5,Enforcer
Kaydon Robles,3.4,9.7,0.3,8.5,3.0,6.6,8.6,Recruiter
Zeenat Forster,7.4,9.2,2.1,9.0,1.9,8.5,0.3,Advisor
Glenda Middleton,5.0,7.6,6.2,2.1,9.2,3.7,9.4,Recruiter
Neive Vaughn,2.3,7.2,8.1,6.5,0.9,1.2,3.8,Priest
Oscar Stein,1.3,1.9,4.8,9.3,4.8,6.9,6.7,Priest
Hussain Quintero,2.0,2.2,1.3,2.1,8.9,9.5,2.8,Accountant
Kush Brooks,9.5,8.0,7.9,3.2,9.5,2.8,0.5,Accountant
Lorena Moore,3.9,5.0,8.0,3.8,2.4,5.7,2.7,Enforcer
Shanay Hagan,9.6,2.7,2.1,8.1,1.8,1.6,5.8,Assassin
Aman Best,8.9,4.4,8.8,1.1,7.1,6.2,4.6,Assassin
Morris Simon,5.1,3.9,5.0,2.8,0.8,4.7,4.1,Enforcer
Zain Field,5.6,2.1,2.2,0.3,9.5,0.2,6.9,Recruiter
Sanya Buckner,9.8,5.3,9.4,2.2,8.1,1.7,1.6,Accountant
Hari House,9.0,3.2,8.5,0.3,4.2,4.1,3.6,Assassin
Steve Cresswell,3.7,4.0,3.5,6.4,1.0,8.0,8.1,Enforcer
Ansh Greaves,2.2,10.0,1.9,7.2,10.0,2.0,8.2,Recruiter
Lillia Flynn,0.4,4.4,6.3,2.7,6.5,1.2,9.0,Priest
Kaif Morin,1.4,4.1,0.4,0.4,0.2,2.7,0.6,Enforcer
Lyndon Bonner,6.8,9.4,6.3,6.0,4.0,8.3,6.7,Enforcer
Tyson Bruce,1.1,0.0,2.8,0.4,6.4,6.9,9.8,Priest
Zane Taylor,10.0,9.2,8.9,0.6,5.6,0.5,2.7,Assassin
Naima Roth,6.5,2.1,6.7,5.6,8.2,7.1,7.2,Assassin
Alaw Sosa,0.0,2.2,5.0,6.7,7.0,2.3,6.6,Priest
Manahil Millington,0.1,7.0,4.0,8.8,4.0,5.0,4.2,Priest
Agatha Henson,4.7,7.2,1.5,8.9,0.6,6.1,5.9,Advisor
Liliana Livingston,4.6,1.8,5.1,7.6,5.4,6.4,8.7,Priest
Corrina Nairn,1.5,6.7,3.6,1.3,8.4,5.4,9.8,Recruiter
Tasnim Gordon,8.9,1.7,4.3,5.8,7.6,5.3,9.7,Assassin
Bonita Salazar,0.3,5.1,6.5,5.0,7.8,0.4,3.6,Accountant
